Name,NSE Code,Industry,Sales,Sales preceding 12months,Net profit,Net profit preceding 12months,EBIT,EBIT last year,EBIDT last year,EPS,OPM,NPM last year,Return on capital employed,Market Capitalization,Profitability Category
Fraser & Company,__NA__,Trading,0.03,0.03,-0.79,-0.24,-0.73,-0.73,-0.65,-0.97,-2166.67,-2633.33,-9.3,4.13,Loss-making
Fredun Pharma,__NA__,Pharmaceuticals - Indian - Formulations,349.07,310.84,15.62,14.45,35.1,35.1,38.9,33.35,11.14,4.47,17.48,412.97,Low Profitability
Freshtrop Fruits,__NA__,Food - Processing - Indian,106.53,175.93,59.95,67.03,-5.98,-5.98,-1.3,60.59,-3.82,-4.09,-4.76,105.99,Loss-making
Frog Cellsat,FROG,Telecommunications - Equipment,157.68,144.35,15.11,13.15,19.74,19.74,22.84,9.79,12.54,9.55,15.68,503.21,Moderate Profitability
Frontier Capital,__NA__,Finance & Investments,0.28,0.26,0.11,0.46,0.11,0.11,0.11,0.07,35.71,39.29,4.46,36.38,High Profitability
Frontier Springs,__NA__,Auto Ancillaries,135.41,120.41,12.99,10.1,17.67,17.67,21.38,32.98,15.34,9.59,20.51,600.49,Moderate Profitability
Frontline Corp.,__NA__,Trading,87.85,85.85,1.22,1.6,1.78,1.78,3.39,2.44,0.03,1.39,2.74,20.35,Low Profitability
Fruition Venture,__NA__,Finance & Investments,0.16,0.0,-0.37,-0.07,-0.24,-0.24,-0.22,-0.92,-218.75,-231.25,-3.88,24.7,Loss-making
FSN E-Commerce,NYKAA,Trading,6385.63,6019.36,39.75,32.95,151.86,151.86,376.09,0.11,5.42,0.62,6.84,50508.79,Low Profitability
Fundviser Capit.,__NA__,Finance & Investments,0.97,0.13,0.44,0.35,0.59,0.59,0.59,0.96,59.79,45.36,5.99,66.38,High Profitability
Fusion Microfin.,FUSION,Finance & Investments,2316.73,2171.63,505.29,487.12,1454.09,1454.09,1463.1,50.21,59.02,21.81,14.14,4524.35,High Profitability
Future Consumer,FCONSUMER,Trading,369.8,361.21,-134.68,-160.33,-18.25,-18.25,-0.4,-0.69,-6.28,-21.12,-10.48,193.71,Loss-making
Future Ent. DVR,FELDVR,Trading,,,,,,,,,,,,23.63,Unknown
Future Enterp.,FEL,Trading,104.53,418.16,-677.96,-765.99,-662.49,-662.49,-319.27,-14.9,-1305.84,-648.58,,60.43,Loss-making
Future Lifestyle,FLFL,Trading,2313.29,2968.82,-2135.07,-2336.76,-1116.33,-1432.36,-818.93,-105.81,-23.82,-62.89,-72.64,51.07,Loss-making
Future Market,FMNL,Miscellaneous,93.03,95.17,-8.2,-24.83,19.77,19.77,33.51,-1.08,18.59,-8.81,9.03,37.93,Loss-making
Future Retail,FRETAIL,Trading,8541.03,7240.93,-4445.43,-4208.37,-2956.32,-1705.15,-376.98,-81.98,-16.28,-50.59,-13.74,167.56,Loss-making
Future Supply,FSC,Miscellaneous,546.81,608.76,-685.32,-697.91,57.9,53.09,189.92,-156.17,15.96,-4.24,5.99,14.61,Loss-making
Futuristic Sec.,__NA__,Finance & Investments,0.06,0.08,-0.07,-0.07,-0.09,-0.09,-0.09,-0.36,-233.33,-116.67,-6.38,4.21,Loss-making
Futuristic Solu,__NA__,Finance & Investments,3.52,4.61,1.41,2.88,2.0,2.0,2.01,1.35,57.1,40.06,13.21,106.79,High Profitability
G D Trad&Agency,__NA__,Finance & Investments,0.38,0.0,-0.02,-0.09,-0.02,-0.02,-0.02,,-5.26,-5.26,-5.63,0.21,Loss-making
G G Automotive,__NA__,Engineering,95.28,88.41,4.43,3.76,8.57,8.57,12.48,5.32,12.65,4.65,14.84,123.8,Low Profitability
G G Dandekar,__NA__,Miscellaneous,2.96,3.14,-4.39,-3.46,-0.43,-0.43,2.34,-9.22,44.26,-142.57,-0.8,49.03,Loss-making
G G Engineering,__NA__,Trading,212.11,160.62,7.1,7.0,10.94,10.94,11.09,0.05,3.72,3.35,7.77,289.7,Low Profitability
G K Consultants,__NA__,Finance & Investments,1.1,0.94,0.14,0.11,0.19,0.19,0.19,0.26,17.27,12.73,2.73,8.57,Moderate Profitability
G K P Printing,__NA__,Trading,28.2,36.05,-1.77,0.26,-1.35,-1.35,-0.67,-0.8,-2.84,-6.28,-5.5,21.51,Loss-making
G M Breweries,GMBREW,Breweries & Distilleries,615.23,611.35,151.52,99.98,176.98,176.98,183.11,66.46,17.46,24.0,23.53,1497.07,High Profitability
G M D C,GMDCLTD,Mining / Minerals / Metals,2462.88,2660.8,617.24,852.28,820.94,820.94,899.67,19.41,25.43,25.06,13.78,12632.55,High Profitability
G M Polyplast,__NA__,Plastics Products,92.02,,7.09,,10.23,10.23,11.52,5.27,12.32,7.7,37.46,258.42,Moderate Profitability
G N F C,GNFC,Chemicals,7930.0,8091.0,485.0,692.0,664.0,664.0,972.0,33.01,6.34,6.12,7.72,10622.35,Moderate Profitability
G R Infraproject,GRINFRA,Construction,8980.15,8956.15,1322.97,1159.56,1987.28,1987.28,2231.51,136.9,23.63,12.12,17.0,16682.71,Moderate Profitability
G S Auto Intl.,__NA__,Auto Ancillaries,150.7,149.56,0.69,-0.85,5.77,5.77,9.63,0.48,6.15,0.46,10.13,53.1,Low Profitability
G S F C,GSFC,Fertilizers,9154.64,9573.26,563.78,764.27,714.99,714.99,898.47,14.15,5.61,6.16,5.77,9866.34,Moderate Profitability
G V Films,__NA__,Entertainment / Electronic Media Software,0.58,1.63,-0.43,-1.69,-0.87,-0.87,-0.55,0.0,-134.48,-74.14,-2.27,76.85,Loss-making
G-Tec Janix,GTECJAINX,Miscellaneous,8.32,8.75,-0.12,0.93,0.14,0.14,0.48,-0.12,4.45,-1.44,2.59,68.27,Loss-making
G-Tech Info.,__NA__,Computers - Software - Medium / Small,0.0,0.0,0.01,0.0,0.02,0.02,0.02,0.03,,25.0,18.18,0.56,High Profitability
Gabriel India,GABRIEL,Auto Ancillaries,3342.65,3221.01,185.16,166.16,255.46,255.46,321.14,12.89,8.94,5.54,26.89,7010.55,Moderate Profitability
Gabriel Pet,__NA__,Textiles - Manmade,10.72,,0.65,,0.9,0.9,0.91,2.46,8.4,6.06,,39.7,Moderate Profitability
GACM Tech,GATECH,Finance & Investments,7.21,8.49,1.1,0.97,1.74,1.74,2.45,0.03,33.56,15.26,13.71,60.82,High Profitability
GACM Tech-DVR,GATECHDVR,Finance & Investments,9.62,,-1.22,,-0.15,-0.15,0.54,-0.21,5.41,-12.68,-1.41,18.2,Loss-making
Gagan Gases,__NA__,Chemicals,2.13,1.83,0.06,0.03,0.13,0.13,0.2,0.13,7.98,2.82,3.82,10.09,Low Profitability
GAIL (India),GAIL,Miscellaneous,133228.46,133678.76,9902.81,8071.26,13314.21,13314.21,16986.21,15.06,10.73,7.43,14.64,144717.93,Moderate Profitability
Gajanan Sec.Serv,__NA__,Finance & Investments,0.36,0.2,0.98,0.3,0.24,0.24,0.24,3.16,66.67,272.22,0.21,27.6,High Profitability
Gala Global,__NA__,Printing & Stationery,75.3,89.63,0.21,-0.3,0.83,0.83,1.01,0.04,-0.08,-0.19,1.23,19.66,Loss-making
Galactico Corpo.,__NA__,Finance & Investments,22.63,33.3,2.06,9.11,3.68,3.68,4.63,0.14,11.36,9.1,7.27,59.16,Moderate Profitability
Galada Finance,__NA__,Finance & Investments,1.34,1.15,0.34,0.22,0.81,0.81,1.0,1.13,66.42,25.37,9.72,4.94,High Profitability
Galaxy Agrico,__NA__,Castings & Forgings,7.32,8.19,-0.56,-0.58,-0.63,-0.63,-0.11,-2.05,-3.55,-7.65,-11.0,11.34,Loss-making
Galaxy Bearings,__NA__,Bearings,127.12,131.17,18.84,18.63,25.93,25.93,27.73,59.25,16.44,14.82,27.63,449.96,Moderate Profitability
Galaxy Cloud,__NA__,Food - Processing - Indian,2.12,9.61,-14.23,-18.42,-4.19,-4.19,-3.87,-3.17,-291.98,-252.36,,192.87,Loss-making
Galaxy Surfact.,GALAXYSURF,Chemicals,3794.38,3844.98,301.47,314.5,397.87,397.87,497.68,85.03,12.18,7.95,17.39,9782.12,Moderate Profitability
Gallantt Ispat L,GALLANTT,Steel - Medium / Small,4227.12,4143.1,225.34,197.87,339.51,339.51,455.04,9.34,10.6,5.33,11.96,8734.37,Moderate Profitability
Gallops Enterp.,__NA__,Construction,0.08,0.1,0.01,0.08,0.01,0.01,0.01,0.02,12.5,12.5,0.67,11.09,Moderate Profitability
Gandhar Oil Ref.,GANDHAR,Refineries,4113.21,4160.66,165.32,181.58,268.49,268.49,288.62,14.36,6.78,4.02,21.7,2046.94,Low Profitability
Gandhi Spl. Tube,GANDHITUBE,Steel - Medium / Small,170.88,166.14,55.58,52.69,73.43,73.43,76.5,45.74,37.52,32.53,36.25,977.02,High Profitability
Ganesh Benzopl.,GANESHBE,Miscellaneous,226.72,218.25,60.63,56.69,87.78,87.78,105.25,8.42,39.44,26.74,18.22,1082.36,High Profitability
Ganesh Holdings,__NA__,Finance & Investments,0.14,0.12,-0.04,-0.05,-0.05,-0.05,-0.05,-0.99,-35.71,-28.57,-2.48,6.88,Loss-making
Ganesh Housing,GANESHHOUC,Construction,892.01,794.53,460.71,387.33,623.47,623.47,630.06,55.25,69.86,51.65,45.22,7944.26,High Profitability
Ganesha Ecosphe.,GANECOS,Textiles - Processing,1122.93,1118.95,40.57,34.36,103.81,103.81,152.49,16.01,12.28,3.61,8.0,3593.45,Low Profitability
Ganesha Ecoverse,__NA__,Textiles - Products,5.93,,4.23,,6.37,6.37,6.37,3.78,-1.52,71.33,28.2,80.47,High Profitability
Ganga Forging,GANGAFORGE,Castings & Forgings,37.21,35.42,0.44,1.94,1.59,1.59,2.59,0.03,6.72,1.16,4.61,102.64,Low Profitability
Ganga Papers,__NA__,Paper,245.5,256.01,1.48,1.12,4.79,4.79,7.03,1.37,2.73,0.6,6.93,110.31,Low Profitability
Ganga Pharma.,__NA__,Pharmaceuticals - Indian - Formulations,2.74,,0.05,,0.24,0.24,0.29,0.1,1.82,1.82,3.3,11.93,Low Profitability
Ganges Securitie,GANGESSECU,Finance & Investments,34.82,36.66,3.48,4.75,5.92,5.92,6.7,3.48,15.57,9.99,1.19,181.91,Moderate Profitability
Gangotri Textile,GANGOTRI,Textiles - Cotton/Blended,0.0,0.0,-0.07,-0.06,-0.07,-0.07,-0.07,-0.02,,,-0.14,4.7,Unknown
Ganon Products,__NA__,Trading,27.9,25.8,0.13,0.44,0.7,0.7,0.7,0.14,-2.54,0.47,6.42,6.34,Low Profitability
Garbi Finvest,__NA__,Finance & Investments,4.3,5.0,-0.9,4.19,0.04,0.04,0.04,-0.77,0.93,-20.93,0.06,21.81,Loss-making
Garden Reach Sh.,GRSE,Miscellaneous,3592.64,3178.08,357.27,300.97,492.41,492.41,533.74,31.19,6.52,9.94,28.42,26313.22,Moderate Profitability
Garg Furnace,__NA__,Steel - Medium / Small,258.03,249.36,5.56,6.57,5.74,5.74,7.31,12.06,2.32,2.15,15.17,130.08,Low Profitability
Garment Mantra,__NA__,Textiles - Products,164.13,163.17,2.47,2.21,7.51,7.51,8.29,0.25,4.96,1.5,7.86,62.13,Low Profitability
Garnet Construct,__NA__,Construction,11.13,3.67,2.94,4.44,4.81,4.81,5.1,2.11,-17.61,26.42,4.52,35.79,High Profitability
Garnet Intl.,__NA__,Finance & Investments,20.33,43.81,-5.98,-0.46,-0.51,-0.51,-0.51,-3.05,-6.54,-2.75,-1.13,132.53,Loss-making
Garodia Chemical,__NA__,Trading,0.0,0.0,-0.13,-0.12,-0.13,-0.13,-0.13,-0.18,,,,5.66,Unknown
Garware Hi Tech,GRWRHITECH,Packaging,1677.02,1579.45,203.29,188.55,282.03,282.03,321.05,87.5,16.81,12.12,13.89,5655.1,Moderate Profitability
Garware Marine,__NA__,Miscellaneous,0.66,0.7,-0.07,-0.06,-0.07,-0.07,-0.07,-0.12,-18.18,-10.61,-0.74,7.09,Loss-making
Garware Synth,__NA__,Textiles - Products,10.7,10.83,-0.05,0.43,-0.04,-0.04,0.4,-0.09,3.55,-2.99,-0.62,10.86,Loss-making
Garware Tech.,GARFIBRES,Textiles - Products,1325.61,1313.83,208.19,198.29,288.93,288.93,314.81,102.16,20.49,15.71,23.05,8242.84,High Profitability
Gateway Distri,GATEWAY,Miscellaneous,1496.94,1498.5,245.36,259.95,288.26,288.26,376.41,4.91,23.61,16.39,12.53,5206.27,High Profitability
Gautam Exim,__NA__,Trading,168.56,,0.15,,1.05,1.05,1.1,0.49,0.65,0.09,3.84,21.18,Low Profitability
Gautam Gems,__NA__,Trading,101.34,153.83,0.38,0.75,0.87,0.87,0.97,0.09,0.72,0.37,2.02,35.61,Low Profitability
Gayatri BioOrga.,__NA__,Miscellaneous,0.0,1.67,-0.68,-1.12,-0.53,-0.53,-0.53,-0.09,,-60.48,-44.73,50.35,Loss-making
Gayatri Highways,GAYAHWS,Construction,1.72,2.02,-441.12,-149.27,12.9,12.9,12.98,-18.41,-427.91,-1276.74,118.51,37.86,Loss-making
Gayatri Projects,GAYAPROJ,Construction,1369.06,1938.54,-1455.38,-1451.95,-915.51,-482.21,-405.94,-77.75,-65.65,-26.36,-16.57,120.91,Loss-making
Gayatri Rubbers,GRCL,Miscellaneous,24.41,,1.56,,2.41,2.41,2.76,2.72,11.18,6.39,24.82,185.51,Moderate Profitability
Gayatri Sugars,__NA__,Sugar,377.11,379.15,7.04,40.71,31.34,31.34,38.01,1.09,9.95,1.87,59.72,146.13,Low Profitability
GCM Capital,__NA__,Finance & Investments,1.41,,0.52,,0.65,0.65,0.88,0.31,61.7,36.88,2.3,12.03,High Profitability
GCM Commodity,__NA__,Finance & Investments,2.97,,-0.68,,-0.68,-0.68,-0.68,-0.92,-56.23,-22.9,-4.54,4.87,Loss-making
GCM Securit.,__NA__,Finance & Investments,0.0,0.0,-0.38,-1.33,-0.35,-0.35,-0.34,-0.02,,-1883.33,-2.57,19.0,Loss-making
Gconnect Logitec,__NA__,Miscellaneous,4.01,,0.24,,0.33,0.33,0.46,1.04,11.47,5.99,42.86,27.34,Moderate Profitability
GE Power,GEPIL,Engineering - Turnkey Services,1624.76,1578.48,-171.33,-326.97,-104.59,-104.59,-84.45,-25.49,-14.22,-10.54,-25.31,2750.07,Loss-making
GE Shipping Co,GESHIP,Shipping,5255.17,5213.82,2614.18,2431.04,2959.08,2959.08,3685.15,183.11,57.5,49.74,20.15,17454.74,High Profitability
GE T&D India,GET&D,Electric Equipment,3167.91,2957.36,181.05,99.41,291.37,291.37,341.52,7.07,10.07,5.72,22.15,39315.18,Moderate Profitability
GEE,__NA__,Electrodes - Welding Equipment,369.14,376.78,12.86,9.63,26.24,26.24,30.25,4.95,8.0,3.48,9.27,313.56,Low Profitability
GeeCee Vent.,GEECEE,Construction,96.68,37.87,37.22,8.23,43.44,43.44,45.39,17.81,46.5,38.5,7.18,799.76,High Profitability
Geekay Wires,GEEKAYWIRE,Steel - Medium / Small,411.55,416.42,38.53,41.1,60.15,60.15,65.55,7.37,8.85,9.36,34.52,486.7,Moderate Profitability
Geetanjali Cred.,__NA__,Finance & Investments,0.01,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,Low Profitability
Gem Enviro,__NA__,Miscellaneous,42.5,,10.02,,13.59,13.59,13.64,323.64,31.44,23.58,65.84,390.46,High Profitability
Gem Spinners,__NA__,Textiles - Cotton/Blended,0.0,0.0,-0.58,-0.57,-0.59,-0.59,-0.43,-0.09,,,-29.65,21.61,Unknown
Gemstone Invest.,__NA__,Finance & Investments,2.11,1.87,0.35,0.61,0.5,0.5,0.5,0.05,23.7,16.59,2.06,13.31,High Profitability
General Insuranc,GICRE,Finance & Investments,45374.94,45776.66,6685.88,6834.63,7924.91,7924.91,7924.91,38.11,14.86,14.73,15.78,67737.38,Moderate Profitability
Generic Engineer,GENCON,Construction,289.36,235.77,11.14,13.68,21.19,21.19,31.96,2.1,9.68,3.85,6.62,257.01,Low Profitability
Genesys Intl.,GENESYS,Computers - Software - Medium / Small,198.24,173.7,21.61,8.84,41.09,41.09,85.57,5.58,40.63,10.9,8.4,2379.27,Moderate Profitability
Gennex Lab.,__NA__,Pharmaceuticals - Indian - Bulk Drugs,91.62,76.89,13.18,10.72,19.57,19.57,21.94,0.58,23.95,14.39,13.83,354.83,Moderate Profitability
Genomic Valley,__NA__,Miscellaneous,0.17,1.17,0.02,1.05,0.02,0.02,0.02,0.07,11.76,11.76,0.57,19.62,Moderate Profitability
Genpharmasec,__NA__,Trading,30.41,,-0.17,,0.66,0.66,0.7,0.0,0.13,-0.56,,119.61,Loss-making
Gensol Engineer.,GENSOL,Engineering - Turnkey Services,963.1,728.21,53.46,40.7,186.14,186.14,260.39,15.73,23.63,5.56,14.56,3988.02,Moderate Profitability
Genus Paper & Bo,GENUSPAPER,Paper,711.84,750.77,3.46,2.82,34.54,34.54,60.57,0.13,8.26,0.49,4.3,521.97,Low Profitability
Genus Power,GENUSPOWER,Electronics - Components,1200.58,982.17,75.17,56.26,169.61,169.61,190.86,2.47,11.24,6.26,9.74,9875.08,Moderate Profitability
Genus Prime,__NA__,Construction,0.23,0.24,-2.0,-1.99,-2.0,-2.0,-2.0,-1.34,-869.57,-869.57,-2.78,27.91,Loss-making
Geojit Fin. Ser.,GEOJITFSL,Finance & Investments,623.29,516.83,149.38,127.62,208.64,208.64,237.61,6.06,38.05,23.94,18.79,2462.01,High Profitability
Getalong Enterp.,__NA__,Miscellaneous,1.7,,-1.9,,1.73,1.73,1.75,-9.5,73.53,91.76,9.31,39.0,High Profitability
GFL,GFLLIMITED,Finance & Investments,3.2,3.2,-7.57,2271.13,-8.18,-8.18,-8.16,-0.69,-271.88,-236.56,-0.31,900.76,Loss-making
GHCL,GHCL,Chemicals,3446.54,3740.56,793.9,895.57,774.27,774.27,876.37,82.94,24.68,17.37,20.63,5304.8,High Profitability
GHCL Textiles,GHCLTEXTIL,Textiles - Spinning - Synthetic / Blended,1053.87,767.72,25.05,14.79,41.58,41.58,88.94,2.62,7.99,2.32,5.71,866.18,Low Profitability
Gian Lifecare,__NA__,Healthcare,13.12,10.07,4.3,1.19,6.36,6.36,6.82,4.16,47.1,32.77,,22.35,High Profitability
GIC Housing Fin,GICHSGFIN,Finance - Housing,1057.16,1078.3,151.16,149.86,914.29,914.29,929.31,28.07,86.73,14.3,8.59,1317.99,Moderate Profitability
Gilada Finance,__NA__,Finance & Investments,6.25,5.52,1.7,2.14,3.62,3.62,3.65,1.21,53.92,27.2,11.9,14.05,High Profitability
Gillanders Arbut,GILLANDERS,Diversified - Medium / Small,363.28,371.95,-48.62,-34.78,-31.66,-31.66,-19.9,-22.78,-9.23,-13.36,-8.24,221.51,Loss-making
Gillette India,GILLETTE,Personal Care - Multinational,2607.19,2545.52,387.48,391.09,539.77,481.19,561.88,118.91,22.88,14.37,52.01,24309.37,Moderate Profitability
Gini Silk Mills,__NA__,Textiles - Processing,43.73,44.45,3.04,3.41,3.88,3.88,5.27,5.44,5.88,6.29,7.23,74.84,Moderate Profitability
Ginni Filaments,GINNIFILA,Textiles - Cotton/Blended,350.87,619.23,-84.49,-38.93,8.16,8.16,23.1,-9.86,6.35,-0.15,2.02,273.65,Loss-making
Giriraj Civil,GIRIRAJ,Construction,134.67,,10.12,,15.84,15.84,16.96,4.23,10.76,7.51,19.75,920.94,Moderate Profitability
Gita Renewable,__NA__,Power Generation And Supply,0.87,0.66,0.36,0.15,0.37,0.37,0.37,0.88,42.53,41.38,2.71,75.06,High Profitability
GKB Ophthalmics,__NA__,Personal Care - Indian,88.25,86.66,-2.98,-4.17,-0.82,-0.82,2.08,-5.57,0.65,-3.38,-1.06,49.79,Loss-making
GKW,GKWLIMITED,Finance & Investments,38.77,33.68,13.85,17.93,19.1,19.1,20.23,23.08,51.33,35.72,0.84,1618.77,High Profitability
Glance Finance,__NA__,Finance & Investments,23.23,16.19,1.94,1.69,4.44,4.44,10.55,8.6,45.42,8.35,10.95,20.35,Moderate Profitability
Gland Pharma,GLAND,Pharmaceuticals - Indian - Formulations,5664.72,4912.28,772.46,658.72,1158.74,1158.74,1503.31,46.9,23.53,13.64,13.58,29958.46,Moderate Profitability
Glaxosmi. Pharma,GLAXO,Pharmaceuticals - Multinational,3453.71,3311.36,589.96,528.91,911.94,911.94,981.62,34.83,26.31,19.01,51.33,44940.06,High Profitability
Gleam Fabmat,__NA__,Trading,0.65,,0.08,,0.09,0.09,0.11,0.08,-9.23,12.31,0.6,2.71,Moderate Profitability
Glenmark Life,GLS,Pharmaceuticals - Indian - Bulk Drugs & Formln,2283.21,2367.93,470.89,519.32,632.84,632.84,686.29,38.43,29.53,20.62,28.08,10733.36,High Profitability
Glenmark Pharma.,GLENMARK,Pharmaceuticals - Indian - Bulk Drugs & Formln,11813.1,11750.66,-1433.52,-622.39,1453.42,1453.42,2035.33,-53.22,10.12,-23.68,12.35,35070.35,Loss-making
Glittek Granites,__NA__,Miscellaneous,6.93,11.21,-6.14,-2.54,-4.43,-4.43,-3.97,-2.37,-59.16,-88.6,-15.19,8.44,Loss-making
Global Cap.Mkt.,__NA__,Finance & Investments,1.2,-1.14,0.01,-1.24,0.01,0.01,0.08,0.0,6.67,0.83,0.02,41.03,Low Profitability
Global Education,GLOBAL,Miscellaneous,71.64,76.2,30.45,34.77,41.25,41.25,45.43,14.96,60.25,42.45,54.6,346.44,High Profitability
Global Health,MEDANTA,Healthcare,3275.11,3160.49,478.06,451.78,701.01,701.01,873.74,17.81,24.4,14.6,19.32,33658.77,Moderate Profitability
Global Longlife,__NA__,Healthcare,13.51,,-2.19,,-1.5,-1.5,-0.25,-2.09,-2.29,-16.21,-2.04,35.49,Loss-making
Global Offshore,__NA__,Shipping,39.21,43.38,37.67,599.94,-8.29,-8.29,6.38,14.49,-3.32,-36.47,-5.63,161.57,Loss-making
Global Pet Indus,GLOBALPET,Engineering,39.15,,2.06,,2.5,2.5,2.65,2.1,4.57,4.65,27.29,94.44,Low Profitability
Global Surfaces,GSLSU,Miscellaneous,225.29,156.27,19.78,14.7,29.75,29.75,38.68,4.41,15.52,8.78,6.58,920.56,Moderate Profitability
Global Vectra,GLOBALVECT,Transport - Airlines,502.73,462.87,1.21,5.12,35.96,35.96,107.71,0.86,17.06,0.24,7.33,286.3,Low Profitability
Globalspace Tech,__NA__,Computers - Software - Medium / Small,29.05,29.14,-3.53,0.6,1.81,1.81,4.92,-1.03,16.52,1.14,2.84,61.93,Low Profitability
Globe Commercial,__NA__,Trading,162.36,144.8,3.05,2.86,4.18,4.18,4.18,5.08,2.55,1.88,33.59,11.97,Low Profitability
Globe Intl. Car.,GICL,Miscellaneous,114.5,,2.47,,5.31,5.31,5.59,0.99,4.86,2.16,10.98,107.28,Low Profitability
Globe Textiles,GLOBE,Textiles - Products,428.22,437.66,5.75,5.21,20.08,20.08,22.87,0.19,4.69,1.34,12.27,100.89,Low Profitability
Globesecure Tech,GSTL,Computers - Software - Medium / Small,23.89,,1.01,,2.49,2.49,3.55,1.11,10.13,4.23,9.11,40.85,Low Profitability
Globus Power,__NA__,Miscellaneous,0.04,0.04,6.75,-11.54,-0.57,-0.57,-0.57,0.68,-1425.0,-1425.0,-27.21,350.27,Loss-making
Globus Spirits,GLOBUSSPR,Breweries & Distilleries,2414.68,,96.04,,117.3,117.3,182.9,33.47,7.01,3.98,,2230.33,Low Profitability
Gloster Ltd,GLOSTERLTD,Textiles - Jute - Yarn / Products,646.4,639.72,24.35,25.03,40.34,40.34,78.69,22.25,10.04,3.77,3.29,917.59,Low Profitability
GMM Pfaudler,GMMPFAUDLR,Engineering,3446.48,3571.7,174.1,185.85,350.17,350.17,496.82,39.8,13.83,5.05,19.09,6028.31,Moderate Profitability
GMR Airports Inf,GMRINFRA,Engineering - Turnkey Services,8754.56,8197.5,-827.5,-1296.65,2177.44,2177.44,3643.36,-0.93,33.88,-10.38,6.39,58307.24,Loss-making
GMR Urban,GMRP&UI,Engineering - Turnkey Services,4488.98,4277.87,-127.47,-768.77,945.8,945.8,1251.26,-1.71,20.17,-11.89,11.56,5104.6,Loss-making
GNA Axles,GNA,Auto Ancillaries,1506.26,1519.0,100.02,117.28,146.38,146.38,199.72,23.3,13.1,6.64,15.34,1708.21,Moderate Profitability
Go Digit General,GODIGIT,Finance & Investments,8147.32,,181.68,,181.68,181.68,181.68,2.08,-3.52,2.23,5.85,32092.9,Low Profitability
Go Fashion (I),GOCOLORS,Textiles - Products,762.83,738.67,82.78,84.5,149.35,149.35,259.73,15.33,31.78,10.85,15.45,5569.93,Moderate Profitability
Goa Carbon,GOACARBON,Petrochemicals,1057.3,1194.88,85.5,81.43,139.53,139.53,142.01,93.43,12.09,8.09,23.46,732.99,Moderate Profitability
Goblin India,__NA__,Trading,44.43,,2.48,,4.93,4.93,5.64,1.79,8.46,5.58,8.45,58.72,Moderate Profitability
GOCL Corpn.,GOCLCORP,Chemicals,713.58,769.37,48.25,57.08,207.23,207.23,219.73,9.73,-2.2,6.46,7.17,2341.53,Moderate Profitability
Godavari Drugs,__NA__,Pharmaceuticals - Indian - Bulk Drugs,156.71,155.44,5.55,4.22,11.94,11.94,13.93,7.37,8.49,3.59,14.57,78.81,Low Profitability
Godawari Power,GPIL,Steel - Large,5455.35,5242.13,935.59,886.28,1315.61,1315.61,1456.92,68.89,24.34,17.15,29.67,14773.14,High Profitability
Godfrey Phillips,GODFRYPHLP,Cigarettes,4419.59,4249.94,883.97,815.94,960.44,960.44,1106.39,169.84,20.19,20.0,22.62,22159.8,High Profitability
Godha Cabcon,GODHA,Cables - Power,16.76,3.73,0.51,-9.71,1.51,1.51,2.05,0.01,4.83,3.04,3.12,61.97,Low Profitability
Godrej Agrovet,GODREJAGRO,Food - Processing - Indian,9560.55,9521.26,359.45,317.44,580.52,580.52,794.81,18.71,7.34,3.76,13.64,13084.28,Low Profitability
Godrej Consumer,GODREJCP,Personal Care - Indian,14096.11,13910.66,-560.55,1784.79,2971.46,2971.46,3212.42,-5.48,20.88,13.59,19.33,141353.77,Moderate Profitability
Godrej Industrie,GODREJIND,Chemicals,16600.62,16885.46,595.16,1182.65,2316.86,2316.86,2687.61,1.78,7.18,3.59,5.94,29293.77,Low Profitability
Godrej Propert.,GODREJPROP,Construction,3035.62,3255.8,747.06,722.92,1152.1,1152.1,1196.66,26.08,-4.27,24.61,6.28,88655.67,High Profitability
Goel Food,__NA__,Food - Processing - Indian,23.65,,5.0,,9.59,9.59,10.65,13.26,41.4,21.14,18.94,66.36,High Profitability
Goenka Business,__NA__,Finance & Investments,85.96,98.06,2.19,-0.31,14.57,14.57,14.59,1.68,16.97,2.55,48.09,8.89,Low Profitability
Goenka Diamond,GOENKA,Diamond Cutting / Jewellery,0.64,0.6,-2.85,-2.94,-2.29,-2.29,-1.79,-0.09,-282.81,-445.31,-0.55,30.75,Loss-making
Gogia Capital,__NA__,Finance & Investments,-20.2,-19.99,-22.46,-21.14,-22.37,-22.37,-22.19,-35.53,-115.4,-22.99,-47.94,48.67,Loss-making
Gokak Textiles,__NA__,Textiles - Cotton/Blended,131.06,122.42,-19.44,-15.48,-3.24,-3.24,17.52,-33.77,11.12,-22.0,-1.34,103.64,Loss-making
Gokaldas Exports,GOKEX,Textiles - Products,2378.88,2089.48,130.97,133.87,195.34,195.34,284.11,20.66,10.68,5.51,12.45,6811.81,Moderate Profitability
Gokul Agro,GOKULAGRO,Solvent Extraction,13853.93,12566.61,135.75,129.35,295.0,295.0,326.92,9.2,2.13,0.98,23.37,2488.31,Low Profitability
Gokul Refoils,GOKUL,Solvent Extraction,3019.87,3185.83,1.81,5.82,54.33,54.33,64.7,0.18,1.53,0.57,7.68,386.09,Low Profitability
